Time,Vref_1,V7,D_1,portadora,Vout
0.0007564,1,0.0834562,0.0714881,0.1,0.997547
0.0007566,1,0.0848514,0.0493695,0.15,0.997642
0.0007568,1,0.0846519,0.0525912,0.2,0.997728
0.000757,1,0.0844524,0.0558083,0.25,0.997801
0.0007572,1,0.0842528,0.0590195,0.3,0.997861
0.0007574,1,0.0840532,0.0622246,0.35,0.99791
0.0007576,1,0.0838537,0.0654238,0.4,0.997946
0.0007578,1,0.0836541,0.068617,0.45,0.997969
0.000758,1,0.0834545,0.0718043,0.5,0.997981
0.0007582,1,0.0832549,0.0749857,0.55,0.99798
0.0007584,1,0.0830553,0.0781611,0.6,0.997968
0.0007586,1,0.0828557,0.0813305,0.65,0.997943
0.0007588,1,0.0826561,0.0844941,0.7,0.997906
0.000759,1,0.0824565,0.0876517,0.75,0.997858
0.0007592,1,0.082257,0.0908035,0.8,0.997797
0.0007594,1,0.0820574,0.0939493,0.85,0.997725
0.0007596,1,0.0818578,0.0970893,0.9,0.997642
0.0007598,1,0.0816583,0.100223,0.95,0.997546
0.00076,1,0.0814588,0.103352,4.60786e-012,0.997439
0.0007602,1,0.0812593,0.106474,0.05,0.997427
0.0007604,1,0.0834598,0.0714931,0.1,0.997542
0.0007606,1,0.0848552,0.0493724,0.15,0.997637
0.0007608,1,0.0846557,0.0525942,0.2,0.997723
0.000761,1,0.0844562,0.0558114,0.25,0.997796
0.0007612,1,0.0842566,0.0590227,0.3,0.997857
0.0007614,1,0.084057,0.062228,0.35,0.997906
0.0007616,1,0.0838575,0.0654273,0.4,0.997942
0.0007618,1,0.0836579,0.0686206,0.45,0.997966
0.000762,1,0.0834583,0.071808,0.5,0.997978
0.0007622,1,0.0832587,0.0749895,0.55,0.997977
0.0007624,1,0.0830591,0.078165,0.6,0.997965
0.0007626,1,0.0828595,0.0813346,0.65,0.99794
0.0007628,1,0.0826599,0.0844982,0.7,0.997904
0.000763,1,0.0824603,0.087656,0.75,0.997856
0.0007632,1,0.0822607,0.0908079,0.8,0.997796
0.0007634,1,0.0820612,0.0939539,0.85,0.997724
0.0007636,1,0.0818616,0.097094,0.9,0.99764
0.0007638,1,0.0816621,0.100228,0.95,0.997545
0.000764,1,0.0814626,0.103357,4.63496e-012,0.997438
0.0007642,1,0.0812631,0.106479,0.05,0.997426
0.0007644,1,0.0834636,0.0714982,0.1,0.997542
0.0007646,1,0.0848591,0.0493753,0.15,0.997637
0.0007648,1,0.0846596,0.0525972,0.2,0.997723
0.000765,1,0.0844601,0.0558146,0.25,0.997797
0.0007652,1,0.0842605,0.059026,0.3,0.997858
0.0007654,1,0.084061,0.0622314,0.35,0.997907
0.0007656,1,0.0838614,0.0654308,0.4,0.997943
0.0007658,1,0.0836618,0.0686243,0.45,0.997967
0.000766,1,0.0834622,0.0718118,0.5,0.997979
0.0007662,1,0.0832626,0.0749933,0.55,0.997979
0.0007664,1,0.083063,0.078169,0.6,0.997967
0.0007666,1,0.0828634,0.0813387,0.65,0.997943
0.0007668,1,0.0826638,0.0845025,0.7,0.997906
0.000767,1,0.0824643,0.0876603,0.75,0.997858
0.0007672,1,0.0822647,0.0908123,0.8,0.997799
0.0007674,1,0.0820651,0.0939584,0.85,0.997727
0.0007676,1,0.0818656,0.0970986,0.9,0.997644
0.0007678,1,0.081666,0.100233,0.95,0.997549
0.000768,1,0.0814665,0.103361,1,0.997442
0.0007682,1,0.081267,0.106484,0.05,0.99743
0.0007684,1,0.0834675,0.0715033,0.1,0.997546
0.0007686,1,0.0848632,0.0493783,0.15,0.997641
0.0007688,1,0.0846637,0.0526003,0.2,0.997728
0.000769,1,0.0844642,0.0558178,0.25,0.997802
0.0007692,1,0.0842646,0.0590293,0.3,0.997863
0.0007694,1,0.084065,0.0622348,0.35,0.997912
0.0007696,1,0.0838655,0.0654344,0.4,0.997949
0.0007698,1,0.0836659,0.0686279,0.45,0.997973
0.00077,1,0.0834663,0.0718156,0.5,0.997985
0.0007702,1,0.0832667,0.0749972,0.55,0.997985
0.0007704,1,0.0830671,0.078173,0.6,0.997973
0.0007706,1,0.0828675,0.0813428,0.65,0.997949
0.0007708,1,0.0826679,0.0845067,0.7,0.997913
0.000771,1,0.0824683,0.0876647,0.75,0.997866
0.0007712,1,0.0822687,0.0908168,0.8,0.997806
0.0007714,1,0.0820692,0.093963,0.85,0.997734
0.0007716,1,0.0818696,0.0971033,0.9,0.997651
0.0007718,1,0.0816701,0.100238,0.95,0.997557
0.000772,1,0.0814706,0.103366,1,0.99745
0.0007722,1,0.0812711,0.106489,0.05,0.997438
0.0007724,1,0.0834716,0.0715085,0.1,0.997554
0.0007726,1,0.0848674,0.0493813,0.15,0.99765
0.0007728,1,0.0846679,0.0526034,0.2,0.997737
0.000773,1,0.0844684,0.055821,0.25,0.997811
0.0007732,1,0.0842688,0.0590326,0.3,0.997872
0.0007734,1,0.0840692,0.0622383,0.35,0.997921
0.0007736,1,0.0838696,0.0654379,0.4,0.997958
0.0007738,1,0.0836701,0.0686316,0.45,0.997983
0.000774,1,0.0834705,0.0718194,0.5,0.997995
0.0007742,1,0.0832709,0.0750012,0.55,0.997996
0.0007744,1,0.0830713,0.078177,0.6,0.997984
0.0007746,1,0.0828717,0.0813469,0.65,0.99796
0.0007748,1,0.0826721,0.084511,0.7,0.997924
0.000775,1,0.0824725,0.0876691,0.75,0.997877
0.0007752,1,0.0822729,0.0908213,0.8,0.997817
0.0007754,1,0.0820733,0.0939676,0.85,0.997746
0.0007756,1,0.0818738,0.097108,0.9,0.997663
0.0007758,1,0.0816742,0.100243,0.95,0.997569
0.000776,1,0.0814747,0.103371,4.71628e-012,0.997462
0.0007762,1,0.0812752,0.106494,0.05,0.997451
0.0007764,1,0.0834757,0.0715137,0.1,0.997567
0.0007766,1,0.0848717,0.0493843,0.15,0.997663
0.0007768,1,0.0846722,0.0526065,0.2,0.99775
0.000777,1,0.0844726,0.0558242,0.25,0.997824
0.0007772,1,0.0842731,0.059036,0.3,0.997886
0.0007774,1,0.0840735,0.0622417,0.35,0.997935
0.0007776,1,0.0838739,0.0654415,0.4,0.997972
0.0007778,1,0.0836743,0.0686353,0.45,0.997997
0.000778,1,0.0834747,0.0718232,0.5,0.998009
0.0007782,1,0.0832751,0.0750051,0.55,0.99801
0.0007784,1,0.0830755,0.0781811,0.6,0.997998
0.0007786,1,0.0828759,0.0813511,0.65,0.997975
0.0007788,1,0.0826763,0.0845152,0.7,0.997939
0.000779,1,0.0824767,0.0876735,0.75,0.997892
0.0007792,1,0.0822772,0.0908258,0.8,0.997832
0.0007794,1,0.0820776,0.0939722,0.85,0.997761
0.0007796,1,0.081878,0.0971128,0.9,0.997679
0.0007798,1,0.0816785,0.100247,0.95,0.997584
0.00078,1,0.081479,0.103376,4.74338e-012,0.997478
0.0007802,1,0.0812795,0.106499,0.05,0.997467
0.0007804,1,0.08348,0.0715189,0.1,0.997583
0.0007806,1,0.0848761,0.0493872,0.15,0.997679
0.0007808,1,0.0846766,0.0526096,0.2,0.997766
0.000781,1,0.084477,0.0558275,0.25,0.997841
0.0007812,1,0.0842775,0.0590393,0.3,0.997902
0.0007814,1,0.0840779,0.0622452,0.35,0.997952
0.0007816,1,0.0838783,0.0654451,0.4,0.997989
0.0007818,1,0.0836787,0.068639,0.45,0.998014
0.000782,1,0.0834791,0.071827,0.5,0.998027
0.0007822,1,0.0832795,0.075009,0.55,0.998028
0.0007824,1,0.0830799,0.0781851,0.6,0.998016
0.0007826,1,0.0828803,0.0813553,0.65,0.997993
0.0007828,1,0.0826807,0.0845195,0.7,0.997957
0.000783,1,0.0824811,0.0876778,0.75,0.99791
0.0007832,1,0.0822815,0.0908303,0.8,0.997851
0.0007834,1,0.0820819,0.0939768,0.85,0.99778
0.0007836,1,0.0818824,0.0971175,0.9,0.997698
0.0007838,1,0.0816828,0.100252,0.95,0.997603
0.000784,1,0.0814833,0.103381,4.77049e-012,0.997498
0.0007842,1,0.0812838,0.106504,0.05,0.997486
0.0007844,1,0.0834843,0.071524,0.1,0.997603
0.0007846,1,0.0848806,0.0493902,0.15,0.997699
0.0007848,1,0.084681,0.0526127,0.2,0.997786
0.000785,1,0.0844815,0.0558307,0.25,0.997861
0.0007852,1,0.0842819,0.0590427,0.3,0.997923
0.0007854,1,0.0840823,0.0622486,0.35,0.997973
0.0007856,1,0.0838827,0.0654486,0.4,0.99801
0.0007858,1,0.0836831,0.0686427,0.45,0.998035
0.000786,1,0.0834835,0.0718308,0.5,0.998048
0.0007862,1,0.0832839,0.0750129,0.55,0.998049
0.0007864,1,0.0830843,0.0781891,0.6,0.998038
0.0007866,1,0.0828847,0.0813594,0.65,0.998014
0.0007868,1,0.0826851,0.0845238,0.7,0.997979
0.000787,1,0.0824855,0.0876822,0.75,0.997932
0.0007872,1,0.0822859,0.0908348,0.8,0.997873
0.0007874,1,0.0820863,0.0939814,0.85,0.997802
0.0007876,1,0.0818868,0.0971222,0.9,0.99772
0.0007878,1,0.0816872,0.100257,0.95,0.997626
0.000788,1,0.0814877,0.103386,4.79759e-012,0.99752
0.0007882,1,0.0812882,0.106509,0.05,0.997509
0.0007884,1,0.0834887,0.0715292,0.1,0.997626
0.0007886,1,0.0848851,0.0493932,0.15,0.997722
0.0007888,1,0.0846855,0.0526158,0.2,0.997809
0.000789,1,0.084486,0.0558339,0.25,0.997884
0.0007892,1,0.0842864,0.059046,0.3,0.997946
0.0007894,1,0.0840868,0.0622521,0.35,0.997996
0.0007896,1,0.0838872,0.0654522,0.4,0.998034
0.0007898,1,0.0836876,0.0686464,0.45,0.998059
0.00079,1,0.083488,0.0718346,0.5,0.998072
0.0007902,1,0.0832884,0.0750168,0.55,0.998073
0.0007904,1,0.0830888,0.0781931,0.6,0.998062
0.0007906,1,0.0828892,0.0813635,0.65,0.998039
0.0007908,1,0.0826896,0.084528,0.7,0.998004
0.000791,1,0.08249,0.0876866,0.75,0.997957
0.0007912,1,0.0822904,0.0908392,0.8,0.997898
0.0007914,1,0.0820908,0.093986,0.85,0.997828
0.0007916,1,0.0818912,0.0971269,0.9,0.997745
0.0007918,1,0.0816916,0.100262,0.95,0.997651
0.000792,1,0.0814921,0.103391,4.8247e-012,0.997546
0.0007922,1,0.0812926,0.106514,0.05,0.997535
0.0007924,1,0.0834931,0.0715344,0.1,0.997652
0.0007926,1,0.0848896,0.0493962,0.15,0.997748
0.0007928,1,0.0846901,0.0526189,0.2,0.997836
0.000793,1,0.0844905,0.0558371,0.25,0.99791
0.0007932,1,0.084291,0.0590493,0.3,0.997973
0.0007934,1,0.0840914,0.0622555,0.35,0.998023
0.0007936,1,0.0838918,0.0654557,0.4,0.99806
0.0007938,1,0.0836922,0.06865,0.45,0.998086
0.000794,1,0.0834925,0.0718383,0.5,0.998099
0.0007942,1,0.0832929,0.0750207,0.55,0.9981
0.0007944,1,0.0830933,0.0781971,0.6,0.998089
0.0007946,1,0.0828937,0.0813676,0.65,0.998066
0.0007948,1,0.0826941,0.0845322,0.7,0.998031
0.000795,1,0.0824945,0.0876909,0.75,0.997985
0.0007952,1,0.0822949,0.0908437,0.8,0.997926
0.0007954,1,0.0820953,0.0939906,0.85,0.997855
0.0007956,1,0.0818957,0.0971316,0.9,0.997773
0.0007958,1,0.0816961,0.100267,0.95,0.997679
0.000796,1,0.0814966,0.103396,1,0.997574
0.0007962,1,0.0812971,0.106519,0.05,0.997563
0.0007964,1,0.0834975,0.0715395,0.1,0.99768
0.0007966,1,0.0848942,0.0493991,0.15,0.997777
0.0007968,1,0.0846947,0.052622,0.2,0.997864
0.000797,1,0.0844951,0.0558403,0.25,0.997939
0.0007972,1,0.0842955,0.0590526,0.3,0.998002
0.0007974,1,0.0840959,0.0622589,0.35,0.998052
0.0007976,1,0.0838963,0.0654593,0.4,0.99809
0.0007978,1,0.0836967,0.0686536,0.45,0.998115
0.000798,1,0.0834971,0.0718421,0.5,0.998129
0.0007982,1,0.0832975,0.0750246,0.55,0.99813
0.0007984,1,0.0830978,0.0782011,0.6,0.998119
0.0007986,1,0.0828982,0.0813717,0.65,0.998096
0.0007988,1,0.0826986,0.0845364,0.7,0.998061
0.000799,1,0.082499,0.0876952,0.75,0.998015
0.0007992,1,0.0822994,0.0908481,0.8,0.997956
0.0007994,1,0.0820998,0.0939951,0.85,0.997886
0.0007996,1,0.0819002,0.0971362,0.9,0.997804
0.0007998,1,0.0817006,0.100271,0.95,0.99771
0.0008,1,0.0815011,0.103401,1,0.997605
0.0008002,1,0.0813015,0.106524,0.05,0.997594
0.0008004,1,0.083502,0.0715445,0.1,0.997711
0.0008006,1,0.0848988,0.0494021,0.15,0.997808
0.0008008,1,0.0846993,0.052625,0.2,0.997896
0.000801,1,0.0844997,0.0558434,0.25,0.997971
0.0008012,1,0.0843001,0.0590558,0.3,0.998033
0.0008014,1,0.0841005,0.0622623,0.35,0.998084
0.0008016,1,0.0839009,0.0654627,0.4,0.998122
0.0008018,1,0.0837013,0.0686572,0.45,0.998147
0.000802,1,0.0835017,0.0718458,0.5,0.998161
0.0008022,1,0.083302,0.0750284,0.55,0.998162
0.0008024,1,0.0831024,0.078205,0.6,0.998151
0.0008026,1,0.0829028,0.0813758,0.65,0.998129
0.0008028,1,0.0827031,0.0845406,0.7,0.998094
0.000803,1,0.0825035,0.0876995,0.75,0.998047
0.0008032,1,0.0823039,0.0908525,0.8,0.997989
0.0008034,1,0.0821043,0.0939996,0.85,0.997919
0.0008036,1,0.0819047,0.0971408,0.9,0.997837
0.0008038,1,0.0817051,0.100276,0.95,0.997743
0.000804,1,0.0815056,0.103406,4.90601e-012,0.997638
0.0008042,1,0.081306,0.106529,0.05,0.997627
0.0008044,1,0.0835065,0.0715496,0.1,0.997744
0.0008046,1,0.0849035,0.0494049,0.15,0.997842
0.0008048,1,0.0847039,0.052628,0.2,0.997929
0.000805,1,0.0845043,0.0558465,0.25,0.998004
0.0008052,1,0.0843047,0.0590591,0.3,0.998067
0.0008054,1,0.0841051,0.0622656,0.35,0.998118
0.0008056,1,0.0839055,0.0654662,0.4,0.998156
0.0008058,1,0.0837059,0.0686608,0.45,0.998181
0.000806,1,0.0835063,0.0718495,0.5,0.998195
0.0008062,1,0.0833066,0.0750322,0.55,0.998196
0.0008064,1,0.083107,0.0782089,0.6,0.998186
0.0008066,1,0.0829073,0.0813798,0.65,0.998163
0.0008068,1,0.0827077,0.0845447,0.7,0.998129
0.000807,1,0.0825081,0.0877037,0.75,0.998082
0.0008072,1,0.0823085,0.0908568,0.8,0.998024
0.0008074,1,0.0821088,0.094004,0.85,0.997954
0.0008076,1,0.0819092,0.0971454,0.9,0.997872
0.0008078,1,0.0817097,0.100281,0.95,0.997778
0.000808,1,0.0815101,0.10341,4.93312e-012,0.997673
0.0008082,1,0.0813106,0.106534,0.05,0.997663
0.0008084,1,0.083511,0.0715545,0.1,0.99778
0.0008086,1,0.0849081,0.0494078,0.15,0.997877
0.0008088,1,0.0847085,0.052631,0.2,0.997965
0.000809,1,0.084509,0.0558496,0.25,0.99804
0.0008092,1,0.0843094,0.0590623,0.3,0.998103
0.0008094,1,0.0841097,0.0622689,0.35,0.998153
0.0008096,1,0.0839101,0.0654696,0.4,0.998192
0.0008098,1,0.0837105,0.0686643,0.45,0.998217
0.00081,1,0.0835108,0.0718531,0.5,0.998231
0.0008102,1,0.0833112,0.0750359,0.55,0.998233
0.0008104,1,0.0831115,0.0782128,0.6,0.998222
0.0008106,1,0.0829119,0.0813837,0.65,0.9982
0.0008108,1,0.0827123,0.0845487,0.7,0.998165
0.000811,1,0.0825126,0.0877079,0.75,0.998119
0.0008112,1,0.082313,0.0908611,0.8,0.99806
0.0008114,1,0.0821134,0.0940084,0.85,0.99799
0.0008116,1,0.0819138,0.0971498,0.9,0.997909
0.0008118,1,0.0817142,0.100285,0.95,0.997815
0.000812,1,0.0815146,0.103415,4.96022e-012,0.99771
0.0008122,1,0.0813151,0.106539,0.05,0.9977
0.0008124,1,0.0835155,0.0715594,0.1,0.997817
0.0008126,1,0.0849127,0.0494106,0.15,0.997914
0.0008128,1,0.0847132,0.0526339,0.2,0.998002
0.000813,1,0.0845136,0.0558527,0.25,0.998078
0.0008132,1,0.084314,0.0590654,0.3,0.998141
0.0008134,1,0.0841143,0.0622722,0.35,0.998191
0.0008136,1,0.0839147,0.065473,0.4,0.998229
0.0008138,1,0.0837151,0.0686678,0.45,0.998255
0.000814,1,0.0835154,0.0718567,0.5,0.998269
0.0008142,1,0.0833158,0.0750396,0.55,0.998271
0.0008144,1,0.0831161,0.0782166,0.6,0.99826
0.0008146,1,0.0829165,0.0813876,0.65,0.998238
0.0008148,1,0.0827168,0.0845527,0.7,0.998203
0.000815,1,0.0825172,0.087712,0.75,0.998157
0.0008152,1,0.0823175,0.0908653,0.8,0.998099
0.0008154,1,0.0821179,0.0940127,0.85,0.998029
0.0008156,1,0.0819183,0.0971543,0.9,0.997947
0.0008158,1,0.0817187,0.10029,0.95,0.997854
0.000816,1,0.0815191,0.10342,4.98733e-012,0.997749
0.0008162,1,0.0813195,0.106544,0.05,0.997739
0.0008164,1,0.08352,0.0715643,0.1,0.997856
0.0008166,1,0.0849173,0.0494134,0.15,0.997953
0.0008168,1,0.0847178,0.0526368,0.2,0.998041
0.000817,1,0.0845182,0.0558557,0.25,0.998117
0.0008172,1,0.0843185,0.0590685,0.3,0.99818
0.0008174,1,0.0841189,0.0622754,0.35,0.99823
0.0008176,1,0.0839193,0.0654763,0.4,0.998269
0.0008178,1,0.0837196,0.0686712,0.45,0.998295
0.000818,1,0.08352,0.0718602,0.5,0.998309
0.0008182,1,0.0833203,0.0750432,0.55,0.99831
0.0008184,1,0.0831206,0.0782203,0.6,0.9983
0.0008186,1,0.082921,0.0813914,0.65,0.998278
0.0008188,1,0.0827213,0.0845567,0.7,0.998243
0.000819,1,0.0825217,0.087716,0.75,0.998197
0.0008192,1,0.082322,0.0908694,0.8,0.998139
0.0008194,1,0.0821224,0.094017,0.85,0.998069
0.0008196,1,0.0819228,0.0971586,0.9,0.997987
0.0008198,1,0.0817232,0.100294,0.95,0.997894
0.00082,1,0.0815236,0.103424,5.01444e-012,0.997789
0.0008202,1,0.081324,0.106548,0.05,0.997779
0.0008204,1,0.0835245,0.071569,0.1,0.997896
0.0008206,1,0.0849219,0.0494162,0.15,0.997994
0.0008208,1,0.0847223,0.0526396,0.2,0.998082
0.000821,1,0.0845227,0.0558586,0.25,0.998157
0.0008212,1,0.0843231,0.0590716,0.3,0.998221
0.0008214,1,0.0841235,0.0622785,0.35,0.998271
0.0008216,1,0.0839238,0.0654795,0.4,0.99831
0.0008218,1,0.0837242,0.0686746,0.45,0.998336
0.000822,1,0.0835245,0.0718636,0.5,0.99835
0.0008222,1,0.0833248,0.0750468,0.55,0.998351
0.0008224,1,0.0831252,0.078224,0.6,0.998341
0.0008226,1,0.0829255,0.0813952,0.65,0.998319
0.0008228,1,0.0827258,0.0845606,0.7,0.998284
0.000823,1,0.0825262,0.08772,0.75,0.998238
0.0008232,1,0.0823265,0.0908735,0.8,0.99818
0.0008234,1,0.0821269,0.0940211,0.85,0.99811
0.0008236,1,0.0819272,0.0971629,0.9,0.998029
0.0008238,1,0.0817276,0.100299,0.95,0.997936
0.000824,1,0.081528,0.103429,1,0.997831
0.0008242,1,0.0813284,0.106553,0.05,0.99782
0.0008244,1,0.0835289,0.0715737,0.1,0.997938
0.0008246,1,0.0849265,0.0494189,0.15,0.998036
0.0008248,1,0.0847269,0.0526424,0.2,0.998124
0.000825,1,0.0845273,0.0558615,0.25,0.998199
0.0008252,1,0.0843276,0.0590746,0.3,0.998262
0.0008254,1,0.084128,0.0622816,0.35,0.998313
0.0008256,1,0.0839283,0.0654827,0.4,0.998352
0.0008258,1,0.0837287,0.0686779,0.45,0.998378
0.000826,1,0.083529,0.0718671,0.5,0.998392
0.0008262,1,0.0833293,0.0750503,0.55,0.998394
0.0008264,1,0.0831296,0.0782276,0.6,0.998383
0.0008266,1,0.08293,0.0813989,0.65,0.998361
0.0008268,1,0.0827303,0.0845644,0.7,0.998327
0.000827,1,0.0825306,0.0877239,0.75,0.998281
0.0008272,1,0.0823309,0.0908775,0.8,0.998223
0.0008274,1,0.0821313,0.0940252,0.85,0.998153
0.0008276,1,0.0819317,0.0971671,0.9,0.998072
0.0008278,1,0.081732,0.100303,0.95,0.997978
0.000828,1,0.0815324,0.103433,1,0.997874
0.0008282,1,0.0813328,0.106557,0.05,0.997863
0.0008284,1,0.0835333,0.0715783,0.1,0.997981
0.0008286,1,0.084931,0.0494215,0.15,0.998079
0.0008288,1,0.0847314,0.0526452,0.2,0.998167
0.000829,1,0.0845318,0.0558644,0.25,0.998242
0.0008292,1,0.0843321,0.0590775,0.3,0.998306
0.0008294,1,0.0841325,0.0622847,0.35,0.998356
0.0008296,1,0.0839328,0.0654859,0.4,0.998395
0.0008298,1,0.0837331,0.0686811,0.45,0.998421
0.00083,1,0.0835334,0.0718704,0.5,0.998435
0.0008302,1,0.0833338,0.0750537,0.55,0.998437
0.0008304,1,0.0831341,0.0782311,0.6,0.998427
0.0008306,1,0.0829344,0.0814026,0.65,0.998405
0.0008308,1,0.0827347,0.0845681,0.7,0.99837
0.000831,1,0.082535,0.0877277,0.75,0.998324
0.0008312,1,0.0823353,0.0908814,0.8,0.998266
0.0008314,1,0.0821357,0.0940293,0.85,0.998197
0.0008316,1,0.081936,0.0971712,0.9,0.998115
0.0008318,1,0.0817364,0.100307,0.95,0.998022
0.000832,1,0.0815368,0.103437,5.09575e-012,0.997917
0.0008322,1,0.0813372,0.106562,0.05,0.997907
0.0008324,1,0.0835376,0.0715828,0.1,0.998025
0.0008326,1,0.0849355,0.0494241,0.15,0.998122
0.0008328,1,0.0847358,0.0526479,0.2,0.998211
0.000833,1,0.0845362,0.0558671,0.25,0.998286
0.0008332,1,0.0843366,0.0590804,0.3,0.99835
0.0008334,1,0.0841369,0.0622877,0.35,0.9984
0.0008336,1,0.0839372,0.065489,0.4,0.998439
0.0008338,1,0.0837375,0.0686843,0.45,0.998465
0.000834,1,0.0835378,0.0718737,0.5,0.998479
0.0008342,1,0.0833381,0.0750571,0.55,0.998481
0.0008344,1,0.0831384,0.0782346,0.6,0.998471
0.0008346,1,0.0829388,0.0814061,0.65,0.998449
0.0008348,1,0.0827391,0.0845718,0.7,0.998415
0.000835,1,0.0825394,0.0877315,0.75,0.998369
0.0008352,1,0.0823397,0.0908853,0.8,0.998311
0.0008354,1,0.08214,0.0940332,0.85,0.998241
0.0008356,1,0.0819404,0.0971753,0.9,0.99816
0.0008358,1,0.0817407,0.100311,0.95,0.998067
0.000836,1,0.0815411,0.103442,5.12286e-012,0.997962
0.0008362,1,0.0813415,0.106566,0.05,0.997952
0.0008364,1,0.0835419,0.0715872,0.1,0.998069
0.0008366,1,0.0849399,0.0494266,0.15,0.998167
0.0008368,1,0.0847402,0.0526505,0.2,0.998255
0.000837,1,0.0845406,0.0558699,0.25,0.998331
0.0008372,1,0.0843409,0.0590832,0.3,0.998394
0.0008374,1,0.0841413,0.0622906,0.35,0.998445
0.0008376,1,0.0839416,0.065492,0.4,0.998484
0.0008378,1,0.0837419,0.0686874,0.45,0.99851
0.000838,1,0.0835422,0.0718769,0.5,0.998524
0.0008382,1,0.0833425,0.0750604,0.55,0.998526
0.0008384,1,0.0831428,0.078238,0.6,0.998516
0.0008386,1,0.0829431,0.0814096,0.65,0.998494
0.0008388,1,0.0827434,0.0845753,0.7,0.99846
0.000839,1,0.0825437,0.0877352,0.75,0.998414
0.0008392,1,0.082344,0.0908891,0.8,0.998356
0.0008394,1,0.0821443,0.0940371,0.85,0.998286
0.0008396,1,0.0819446,0.0971792,0.9,0.998205
0.0008398,1,0.081745,0.100315,0.95,0.998112
0.00084,1,0.0815454,0.103446,5.14996e-012,0.998007
0.0008402,1,0.0813458,0.10657,0.05,0.997997
0.0008404,1,0.0835462,0.0715916,0.1,0.998115
0.0008406,1,0.0849442,0.0494291,0.15,0.998213
0.0008408,1,0.0847446,0.0526531,0.2,0.998301
0.000841,1,0.0845449,0.0558726,0.25,0.998377
0.0008412,1,0.0843453,0.059086,0.3,0.99844
0.0008414,1,0.0841456,0.0622935,0.35,0.998491
0.0008416,1,0.0839459,0.0654949,0.4,0.998529
0.0008418,1,0.0837462,0.0686905,0.45,0.998556
0.000842,1,0.0835465,0.07188,0.5,0.99857
0.0008422,1,0.0833468,0.0750636,0.55,0.998572
0.0008424,1,0.083147,0.0782413,0.6,0.998562
0.0008426,1,0.0829473,0.081413,0.65,0.99854
0.0008428,1,0.0827476,0.0845788,0.7,0.998506
0.000843,1,0.0825479,0.0877388,0.75,0.99846
0.0008432,1,0.0823482,0.0908927,0.8,0.998402
0.0008434,1,0.0821485,0.0940409,0.85,0.998332
0.0008436,1,0.0819489,0.0971831,0.9,0.998251
0.0008438,1,0.0817492,0.100319,0.95,0.998158
0.000844,1,0.0815496,0.10345,5.17707e-012,0.998053
0.0008442,1,0.0813499,0.106575,0.05,0.998043
0.0008444,1,0.0835503,0.0715958,0.1,0.998161
0.0008446,1,0.0849485,0.0494315,0.15,0.998258
0.0008448,1,0.0847489,0.0526556,0.2,0.998347
0.000845,1,0.0845492,0.0558752,0.25,0.998423
0.0008452,1,0.0843495,0.0590887,0.3,0.998486
0.0008454,1,0.0841498,0.0622963,0.35,0.998537
0.0008456,1,0.0839501,0.0654978,0.4,0.998576
0.0008458,1,0.0837504,0.0686934,0.45,0.998602
0.000846,1,0.0835507,0.0718831,0.5,0.998616
0.0008462,1,0.083351,0.0750668,0.55,0.998618
0.0008464,1,0.0831513,0.0782445,0.6,0.998608
0.0008466,1,0.0829515,0.0814164,0.65,0.998586
0.0008468,1,0.0827518,0.0845823,0.7,0.998552
0.000847,1,0.0825521,0.0877423,0.75,0.998506
0.0008472,1,0.0823524,0.0908963,0.8,0.998448
0.0008474,1,0.0821527,0.0940445,0.85,0.998378
0.0008476,1,0.081953,0.0971869,0.9,0.998297
0.0008478,1,0.0817533,0.100323,0.95,0.998204
0.000848,1,0.0815537,0.103454,5.20417e-012,0.9981
0.0008482,1,0.0813541,0.106579,0.05,0.998089
0.0008484,1,0.0835544,0.0715999,0.1,0.998207
0.0008486,1,0.0849527,0.0494339,0.15,0.998305
0.0008488,1,0.0847531,0.0526581,0.2,0.998393
0.000849,1,0.0845534,0.0558777,0.25,0.998469
0.0008492,1,0.0843537,0.0590913,0.3,0.998532
0.0008494,1,0.084154,0.062299,0.35,0.998583
0.0008496,1,0.0839543,0.0655006,0.4,0.998622
0.0008498,1,0.0837546,0.0686963,0.45,0.998648
0.00085,1,0.0835548,0.0718861,0.5,0.998663
0.0008502,1,0.0833551,0.0750699,0.55,0.998665
0.0008504,1,0.0831554,0.0782477,0.6,0.998654
0.0008506,1,0.0829557,0.0814196,0.65,0.998632
0.0008508,1,0.0827559,0.0845856,0.7,0.998598
0.000851,1,0.0825562,0.0877457,0.75,0.998552
0.0008512,1,0.0823565,0.0908999,0.8,0.998495
0.0008514,1,0.0821568,0.0940481,0.85,0.998425
0.0008516,1,0.0819571,0.0971905,0.9,0.998344
0.0008518,1,0.0817574,0.100327,0.95,0.998251
0.000852,1,0.0815578,0.103458,1,0.998146
0.0008522,1,0.0813581,0.106583,0.05,0.998136
0.0008524,1,0.0835585,0.0716039,0.1,0.998254
0.0008526,1,0.0849569,0.0494362,0.15,0.998352
0.0008528,1,0.0847572,0.0526605,0.2,0.99844
0.000853,1,0.0845575,0.0558802,0.25,0.998516
0.0008532,1,0.0843578,0.0590939,0.3,0.998579
0.0008534,1,0.0841581,0.0623016,0.35,0.99863
0.0008536,1,0.0839584,0.0655034,0.4,0.998669
0.0008538,1,0.0837587,0.0686992,0.45,0.998695
0.000854,1,0.0835589,0.071889,0.5,0.998709
