Time,D_pedro,portadora_pedro,Vref,Vc
0.0008219,0.425524,0.475,5,5.09849
0.000822,0.425128,0.5,5,5.09863
0.0008221,0.424733,0.525,5,5.09876
0.0008222,0.424337,0.55,5,5.09888
0.0008223,0.423942,0.575,5,5.09897
0.0008224,0.423547,0.6,5,5.09906
0.0008225,0.423152,0.625,5,5.09912
0.0008226,0.422758,0.65,5,5.09917
0.0008227,0.422364,0.675,5,5.09921
0.0008228,0.42197,0.7,5,5.09923
0.0008229,0.421577,0.725,5,5.09923
0.000823,0.421183,0.75,5,5.09922
0.0008231,0.42079,0.775,5,5.09919
0.0008232,0.420398,0.8,5,5.09915
0.0008233,0.420005,0.825,5,5.0991
0.0008234,0.419613,0.85,5,5.09902
0.0008235,0.419221,0.875,5,5.09894
0.0008236,0.41883,0.9,5,5.09883
0.0008237,0.418438,0.925,5,5.09871
0.0008238,0.418047,0.95,5,5.09858
0.0008239,0.417657,0.975,5,5.09843
0.000824,0.417266,1,5,5.09827
0.0008241,0.416876,0.025,5,5.09811
0.0008242,0.417411,0.05,5,5.09798
0.0008243,0.417945,0.075,5,5.09786
0.0008244,0.41848,0.1,5,5.09777
0.0008245,0.419014,0.125,5,5.09769
0.0008246,0.419547,0.15,5,5.09764
0.0008247,0.42008,0.175,5,5.0976
0.0008248,0.420613,0.2,5,5.09759
0.0008249,0.421146,0.225,5,5.0976
0.000825,0.421678,0.25,5,5.09763
0.0008251,0.422209,0.275,5,5.09768
0.0008252,0.422741,0.3,5,5.09775
0.0008253,0.423272,0.325,5,5.09784
0.0008254,0.423802,0.35,5,5.09796
0.0008255,0.424332,0.375,5,5.09809
0.0008256,0.424862,0.4,5,5.09824
0.0008257,0.425392,0.425,5,5.09842
0.0008258,0.425921,0.45,5,5.09859
0.0008259,0.425539,0.475,5,5.09875
0.000826,0.425143,0.5,5,5.09889
0.0008261,0.424747,0.525,5,5.09902
0.0008262,0.424352,0.55,5,5.09913
0.0008263,0.423957,0.575,5,5.09923
0.0008264,0.423562,0.6,5,5.09931
0.0008265,0.423167,0.625,5,5.09938
0.0008266,0.422773,0.65,5,5.09943
0.0008267,0.422379,0.675,5,5.09947
0.0008268,0.421985,0.7,5,5.09949
0.0008269,0.421591,0.725,5,5.09949
0.000827,0.421198,0.75,5,5.09948
0.0008271,0.420805,0.775,5,5.09945
0.0008272,0.420412,0.8,5,5.09941
0.0008273,0.42002,0.825,5,5.09936
0.0008274,0.419628,0.85,5,5.09928
0.0008275,0.419236,0.875,5,5.0992
0.0008276,0.418844,0.9,5,5.09909
0.0008277,0.418453,0.925,5,5.09898
0.0008278,0.418062,0.95,5,5.09884
0.0008279,0.417671,0.975,5,5.09869
0.000828,0.417281,1,5,5.09853
0.0008281,0.41689,0.025,5,5.09838
0.0008282,0.417425,0.05,5,5.09824
0.0008283,0.41796,0.075,5,5.09812
0.0008284,0.418494,0.1,5,5.09803
0.0008285,0.419028,0.125,5,5.09795
0.0008286,0.419562,0.15,5,5.0979
0.0008287,0.420095,0.175,5,5.09787
0.0008288,0.420628,0.2,5,5.09785
0.0008289,0.42116,0.225,5,5.09786
0.000829,0.421692,0.25,5,5.09789
0.0008291,0.422224,0.275,5,5.09794
0.0008292,0.422755,0.3,5,5.09801
0.0008293,0.423286,0.325,5,5.0981
0.0008294,0.423816,0.35,5,5.09822
0.0008295,0.424346,0.375,5,5.09835
0.0008296,0.424876,0.4,5,5.0985
0.0008297,0.425406,0.425,5,5.09868
0.0008298,0.425935,0.45,5,5.09885
0.0008299,0.425554,0.475,5,5.09901
0.00083,0.425158,0.5,5,5.09915
0.0008301,0.424762,0.525,5,5.09928
0.0008302,0.424367,0.55,5,5.0994
0.0008303,0.423971,0.575,5,5.0995
0.0008304,0.423576,0.6,5,5.09958
0.0008305,0.423182,0.625,5,5.09964
0.0008306,0.422787,0.65,5,5.0997
0.0008307,0.422393,0.675,5,5.09973
0.0008308,0.421999,0.7,5,5.09975
0.0008309,0.421606,0.725,5,5.09976
0.000831,0.421212,0.75,5,5.09974
0.0008311,0.420819,0.775,5,5.09972
0.0008312,0.420427,0.8,5,5.09968
0.0008313,0.420034,0.825,5,5.09962
0.0008314,0.419642,0.85,5,5.09955
0.0008315,0.41925,0.875,5,5.09946
0.0008316,0.418859,0.9,5,5.09936
0.0008317,0.418467,0.925,5,5.09924
0.0008318,0.418076,0.95,5,5.09911
0.0008319,0.417685,0.975,5,5.09896
0.000832,0.417295,1,5,5.0988
0.0008321,0.416905,0.025,5,5.09864
0.0008322,0.417439,0.05,5,5.09851
0.0008323,0.417974,0.075,5,5.09839
0.0008324,0.418508,0.1,5,5.09829
0.0008325,0.419042,0.125,5,5.09822
0.0008326,0.419576,0.15,5,5.09816
0.0008327,0.420109,0.175,5,5.09813
0.0008328,0.420641,0.2,5,5.09812
0.0008329,0.421174,0.225,5,5.09813
0.000833,0.421706,0.25,5,5.09816
0.0008331,0.422237,0.275,5,5.09821
0.0008332,0.422769,0.3,5,5.09828
0.0008333,0.4233,0.325,5,5.09837
0.0008334,0.42383,0.35,5,5.09848
0.0008335,0.42436,0.375,5,5.09862
0.0008336,0.42489,0.4,5,5.09877
0.0008337,0.425419,0.425,5,5.09894
0.0008338,0.425948,0.45,5,5.09912
0.0008339,0.425568,0.475,5,5.09927
0.000834,0.425172,0.5,5,5.09942
0.0008341,0.424776,0.525,5,5.09955
0.0008342,0.424381,0.55,5,5.09966
0.0008343,0.423985,0.575,5,5.09976
0.0008344,0.423591,0.6,5,5.09984
0.0008345,0.423196,0.625,5,5.09991
0.0008346,0.422801,0.65,5,5.09996
0.0008347,0.422407,0.675,5,5.1
0.0008348,0.422013,0.7,5,5.10002
0.0008349,0.42162,0.725,5,5.10002
0.000835,0.421226,0.75,5,5.10001
0.0008351,0.420833,0.775,5,5.09999
0.0008352,0.420441,0.8,5,5.09994
0.0008353,0.420048,0.825,5,5.09989
0.0008354,0.419656,0.85,5,5.09981
0.0008355,0.419264,0.875,5,5.09973
0.0008356,0.418872,0.9,5,5.09962
0.0008357,0.418481,0.925,5,5.09951
0.0008358,0.41809,0.95,5,5.09937
0.0008359,0.417699,0.975,5,5.09923
0.000836,0.417309,1,5,5.09906
0.0008361,0.416918,0.025,5,5.09891
0.0008362,0.417453,0.05,5,5.09877
0.0008363,0.417988,0.075,5,5.09866
0.0008364,0.418522,0.1,5,5.09856
0.0008365,0.419056,0.125,5,5.09848
0.0008366,0.419589,0.15,5,5.09843
0.0008367,0.420122,0.175,5,5.0984
0.0008368,0.420655,0.2,5,5.09839
0.0008369,0.421187,0.225,5,5.09839
0.000837,0.421719,0.25,5,5.09842
0.0008371,0.422251,0.275,5,5.09847
0.0008372,0.422782,0.3,5,5.09855
0.0008373,0.423313,0.325,5,5.09864
0.0008374,0.423844,0.35,5,5.09875
0.0008375,0.424374,0.375,5,5.09888
0.0008376,0.424903,0.4,5,5.09904
0.0008377,0.425433,0.425,5,5.09921
0.0008378,0.425962,0.45,5,5.09938
0.0008379,0.425582,0.475,5,5.09954
0.000838,0.425186,0.5,5,5.09969
0.0008381,0.42479,0.525,5,5.09982
0.0008382,0.424395,0.55,5,5.09993
0.0008383,0.423999,0.575,5,5.10003
0.0008384,0.423604,0.6,5,5.10011
0.0008385,0.42321,0.625,5,5.10018
0.0008386,0.422815,0.65,5,5.10023
0.0008387,0.422421,0.675,5,5.10027
0.0008388,0.422027,0.7,5,5.10029
0.0008389,0.421633,0.725,5,5.10029
0.000839,0.42124,0.75,5,5.10028
0.0008391,0.420847,0.775,5,5.10025
0.0008392,0.420454,0.8,5,5.10021
0.0008393,0.420062,0.825,5,5.10016
0.0008394,0.41967,0.85,5,5.10008
0.0008395,0.419278,0.875,5,5.1
0.0008396,0.418886,0.9,5,5.09989
0.0008397,0.418495,0.925,5,5.09978
0.0008398,0.418103,0.95,5,5.09964
0.0008399,0.417713,0.975,5,5.09949
0.00084,0.417322,1,5,5.09933
0.0008401,0.416932,0.025,5,5.09918
0.0008402,0.417467,0.05,5,5.09904
0.0008403,0.418001,0.075,5,5.09893
0.0008404,0.418535,0.1,5,5.09883
0.0008405,0.419069,0.125,5,5.09875
0.0008406,0.419603,0.15,5,5.0987
0.0008407,0.420136,0.175,5,5.09867
0.0008408,0.420668,0.2,5,5.09865
0.0008409,0.421201,0.225,5,5.09866
0.000841,0.421733,0.25,5,5.09869
0.0008411,0.422264,0.275,5,5.09874
0.0008412,0.422795,0.3,5,5.09881
0.0008413,0.423326,0.325,5,5.09891
0.0008414,0.423857,0.35,5,5.09902
0.0008415,0.424387,0.375,5,5.09915
0.0008416,0.424917,0.4,5,5.09931
0.0008417,0.425446,0.425,5,5.09948
0.0008418,0.425975,0.45,5,5.09965
0.0008419,0.425595,0.475,5,5.09981
0.000842,0.425199,0.5,5,5.09996
0.0008421,0.424804,0.525,5,5.10009
0.0008422,0.424408,0.55,5,5.1002
0.0008423,0.424013,0.575,5,5.1003
0.0008424,0.423618,0.6,5,5.10038
0.0008425,0.423223,0.625,5,5.10045
0.0008426,0.422829,0.65,5,5.1005
0.0008427,0.422434,0.675,5,5.10054
0.0008428,0.42204,0.7,5,5.10056
0.0008429,0.421647,0.725,5,5.10056
0.000843,0.421253,0.75,5,5.10055
0.0008431,0.42086,0.775,5,5.10052
0.0008432,0.420468,0.8,5,5.10048
0.0008433,0.420075,0.825,5,5.10043
0.0008434,0.419683,0.85,5,5.10035
0.0008435,0.419291,0.875,5,5.10027
0.0008436,0.418899,0.9,5,5.10016
0.0008437,0.418508,0.925,5,5.10005
0.0008438,0.418117,0.95,5,5.09991
0.0008439,0.417726,0.975,5,5.09976
0.000844,0.417335,1,5,5.0996
0.0008441,0.416945,0.025,5,5.09945
0.0008442,0.41748,0.05,5,5.09931
0.0008443,0.418014,0.075,5,5.0992
0.0008444,0.418548,0.1,5,5.0991
0.0008445,0.419082,0.125,5,5.09902
0.0008446,0.419616,0.15,5,5.09897
0.0008447,0.420149,0.175,5,5.09894
0.0008448,0.420681,0.2,5,5.09892
0.0008449,0.421214,0.225,5,5.09893
0.000845,0.421746,0.25,5,5.09896
0.0008451,0.422277,0.275,5,5.09901
0.0008452,0.422808,0.3,5,5.09909
0.0008453,0.423339,0.325,5,5.09918
0.0008454,0.42387,0.35,5,5.09929
0.0008455,0.4244,0.375,5,5.09942
0.0008456,0.424929,0.4,5,5.09958
0.0008457,0.425459,0.425,5,5.09975
0.0008458,0.425988,0.45,5,5.09992
0.0008459,0.425609,0.475,5,5.10008
0.000846,0.425213,0.5,5,5.10023
0.0008461,0.424817,0.525,5,5.10036
0.0008462,0.424421,0.55,5,5.10047
0.0008463,0.424026,0.575,5,5.10057
0.0008464,0.423631,0.6,5,5.10065
0.0008465,0.423236,0.625,5,5.10072
0.0008466,0.422842,0.65,5,5.10077
0.0008467,0.422447,0.675,5,5.10081
0.0008468,0.422053,0.7,5,5.10083
0.0008469,0.42166,0.725,5,5.10083
0.000847,0.421266,0.75,5,5.10082
0.0008471,0.420873,0.775,5,5.10079
0.0008472,0.42048,0.8,5,5.10075
0.0008473,0.420088,0.825,5,5.1007
0.0008474,0.419696,0.85,5,5.10062
0.0008475,0.419304,0.875,5,5.10054
0.0008476,0.418912,0.9,5,5.10043
0.0008477,0.41852,0.925,5,5.10032
0.0008478,0.418129,0.95,5,5.10018
0.0008479,0.417738,0.975,5,5.10003
0.000848,0.417348,1,5,5.09987
0.0008481,0.416958,0.025,5,5.09972
0.0008482,0.417492,0.05,5,5.09958
0.0008483,0.418027,0.075,5,5.09947
0.0008484,0.418561,0.1,5,5.09937
0.0008485,0.419095,0.125,5,5.09929
0.0008486,0.419628,0.15,5,5.09924
0.0008487,0.420161,0.175,5,5.09921
0.0008488,0.420694,0.2,5,5.0992
0.0008489,0.421226,0.225,5,5.0992
0.000849,0.421758,0.25,5,5.09923
0.0008491,0.42229,0.275,5,5.09928
0.0008492,0.422821,0.3,5,5.09936
0.0008493,0.423352,0.325,5,5.09945
0.0008494,0.423882,0.35,5,5.09956
0.0008495,0.424412,0.375,5,5.09969
0.0008496,0.424942,0.4,5,5.09985
0.0008497,0.425471,0.425,5,5.10002
0.0008498,0.426,0.45,5,5.1002
0.0008499,0.425621,0.475,5,5.10035
0.00085,0.425225,0.5,5,5.1005
0.0008501,0.424829,0.525,5,5.10063
0.0008502,0.424434,0.55,5,5.10074
0.0008503,0.424038,0.575,5,5.10084
0.0008504,0.423643,0.6,5,5.10092
0.0008505,0.423249,0.625,5,5.10099
0.0008506,0.422854,0.65,5,5.10104
0.0008507,0.42246,0.675,5,5.10108
0.0008508,0.422066,0.7,5,5.1011
0.0008509,0.421672,0.725,5,5.1011
0.000851,0.421279,0.75,5,5.10109
0.0008511,0.420886,0.775,5,5.10106
0.0008512,0.420493,0.8,5,5.10102
0.0008513,0.4201,0.825,5,5.10097
0.0008514,0.419708,0.85,5,5.10089
0.0008515,0.419316,0.875,5,5.10081
0.0008516,0.418924,0.9,5,5.1007
0.0008517,0.418533,0.925,5,5.10059
0.0008518,0.418142,0.95,5,5.10045
0.0008519,0.417751,0.975,5,5.10031
0.000852,0.41736,1,5,5.10014
0.0008521,0.41697,0.025,5,5.09999
0.0008522,0.417505,0.05,5,5.09985
0.0008523,0.418039,0.075,5,5.09974
0.0008524,0.418573,0.1,5,5.09964
0.0008525,0.419107,0.125,5,5.09957
0.0008526,0.41964,0.15,5,5.09951
0.0008527,0.420173,0.175,5,5.09948
0.0008528,0.420706,0.2,5,5.09947
0.0008529,0.421238,0.225,5,5.09948
0.000853,0.42177,0.25,5,5.0995
0.0008531,0.422302,0.275,5,5.09956
0.0008532,0.422833,0.3,5,5.09963
0.0008533,0.423364,0.325,5,5.09972
0.0008534,0.423894,0.35,5,5.09983
0.0008535,0.424424,0.375,5,5.09996
0.0008536,0.424954,0.4,5,5.10012
0.0008537,0.425483,0.425,5,5.10029
0.0008538,0.426012,0.45,5,5.10047
0.0008539,0.425634,0.475,5,5.10062
0.000854,0.425238,0.5,5,5.10077
0.0008541,0.424842,0.525,5,5.1009
0.0008542,0.424446,0.55,5,5.10101
0.0008543,0.424051,0.575,5,5.10111
0.0008544,0.423656,0.6,5,5.10119
0.0008545,0.423261,0.625,5,5.10126
0.0008546,0.422866,0.65,5,5.10131
0.0008547,0.422472,0.675,5,5.10135
0.0008548,0.422078,0.7,5,5.10137
0.0008549,0.421685,0.725,5,5.10137
0.000855,0.421291,0.75,5,5.10136
0.0008551,0.420898,0.775,5,5.10134
0.0008552,0.420505,0.8,5,5.10129
0.0008553,0.420112,0.825,5,5.10124
0.0008554,0.41972,0.85,5,5.10116
0.0008555,0.419328,0.875,5,5.10108
0.0008556,0.418936,0.9,5,5.10097
0.0008557,0.418545,0.925,5,5.10086
0.0008558,0.418154,0.95,5,5.10072
0.0008559,0.417763,0.975,5,5.10058
0.000856,0.417372,1,5,5.10041
0.0008561,0.416982,0.025,5,5.10026
0.0008562,0.417517,0.05,5,5.10012
0.0008563,0.418051,0.075,5,5.10001
0.0008564,0.418585,0.1,5,5.09991
0.0008565,0.419119,0.125,5,5.09984
0.0008566,0.419652,0.15,5,5.09978
0.0008567,0.420185,0.175,5,5.09975
0.0008568,0.420718,0.2,5,5.09974
0.0008569,0.42125,0.225,5,5.09974
0.000857,0.421782,0.25,5,5.09977
0.0008571,0.422313,0.275,5,5.09983
0.0008572,0.422845,0.3,5,5.0999
0.0008573,0.423375,0.325,5,5.09999
0.0008574,0.423906,0.35,5,5.1001
0.0008575,0.424436,0.375,5,5.10023
0.0008576,0.424965,0.4,5,5.10039
0.0008577,0.425495,0.425,5,5.10056
0.0008578,0.426023,0.45,5,5.10074
0.0008579,0.425646,0.475,5,5.10089
0.000858,0.42525,0.5,5,5.10104
0.0008581,0.424854,0.525,5,5.10117
0.0008582,0.424458,0.55,5,5.10128
0.0008583,0.424063,0.575,5,5.10138
0.0008584,0.423668,0.6,5,5.10146
0.0008585,0.423273,0.625,5,5.10153
0.0008586,0.422878,0.65,5,5.10158
0.0008587,0.422484,0.675,5,5.10162
0.0008588,0.42209,0.7,5,5.10164
0.0008589,0.421696,0.725,5,5.10164
0.000859,0.421303,0.75,5,5.10163
0.0008591,0.42091,0.775,5,5.1016
0.0008592,0.420517,0.8,5,5.10156
0.0008593,0.420124,0.825,5,5.10151
0.0008594,0.419732,0.85,5,5.10143
0.0008595,0.41934,0.875,5,5.10135
0.0008596,0.418948,0.9,5,5.10124
0.0008597,0.418557,0.925,5,5.10113
0.0008598,0.418165,0.95,5,5.10099
0.0008599,0.417774,0.975,5,5.10084
0.00086,0.417384,1,5,5.10068
0.0008601,0.416993,0.025,5,5.10053
0.0008602,0.417528,0.05,5,5.10039
0.0008603,0.418062,0.075,5,5.10028
0.0008604,0.418597,0.1,5,5.10018
0.0008605,0.41913,0.125,5,5.1001
0.0008606,0.419664,0.15,5,5.10005
0.0008607,0.420197,0.175,5,5.10002
0.0008608,0.420729,0.2,5,5.1
0.0008609,0.421261,0.225,5,5.10001
0.000861,0.421793,0.25,5,5.10004
0.0008611,0.422325,0.275,5,5.10009
0.0008612,0.422856,0.3,5,5.10016
0.0008613,0.423387,0.325,5,5.10026
0.0008614,0.423917,0.35,5,5.10037
0.0008615,0.424447,0.375,5,5.1005
0.0008616,0.424977,0.4,5,5.10066
0.0008617,0.425506,0.425,5,5.10083
0.0008618,0.426035,0.45,5,5.101
0.0008619,0.425657,0.475,5,5.10116
0.000862,0.425261,0.5,5,5.10131
0.0008621,0.424865,0.525,5,5.10144
0.0008622,0.42447,0.55,5,5.10155
0.0008623,0.424074,0.575,5,5.10165
0.0008624,0.423679,0.6,5,5.10173
0.0008625,0.423284,0.625,5,5.1018
0.0008626,0.42289,0.65,5,5.10185
0.0008627,0.422496,0.675,5,5.10188
0.0008628,0.422102,0.7,5,5.1019
0.0008629,0.421708,0.725,5,5.10191
0.000863,0.421314,0.75,5,5.1019
0.0008631,0.420921,0.775,5,5.10187
0.0008632,0.420528,0.8,5,5.10183
0.0008633,0.420136,0.825,5,5.10177
0.0008634,0.419743,0.85,5,5.1017
0.0008635,0.419351,0.875,5,5.10161
0.0008636,0.418959,0.9,5,5.10151
0.0008637,0.418568,0.925,5,5.10139
0.0008638,0.418177,0.95,5,5.10126
0.0008639,0.417786,0.975,5,5.10111
0.000864,0.417395,1,5,5.10095
0.0008641,0.417005,0.025,5,5.10079
0.0008642,0.417539,0.05,5,5.10066
0.0008643,0.418074,0.075,5,5.10054
0.0008644,0.418608,0.1,5,5.10045
0.0008645,0.419141,0.125,5,5.10037
0.0008646,0.419675,0.15,5,5.10032
0.0008647,0.420208,0.175,5,5.10028
0.0008648,0.42074,0.2,5,5.10027
0.0008649,0.421273,0.225,5,5.10028
0.000865,0.421804,0.25,5,5.10031
0.0008651,0.422336,0.275,5,5.10036
0.0008652,0.422867,0.3,5,5.10043
0.0008653,0.423398,0.325,5,5.10052
0.0008654,0.423928,0.35,5,5.10064
0.0008655,0.424458,0.375,5,5.10077
0.0008656,0.424988,0.4,5,5.10092
0.0008657,0.425517,0.425,5,5.1011
0.0008658,0.426046,0.45,5,5.10127
0.0008659,0.425669,0.475,5,5.10143
0.000866,0.425273,0.5,5,5.10157
0.0008661,0.424877,0.525,5,5.1017
0.0008662,0.424481,0.55,5,5.10182
0.0008663,0.424086,0.575,5,5.10191
0.0008664,0.42369,0.6,5,5.102
0.0008665,0.423296,0.625,5,5.10206
0.0008666,0.422901,0.65,5,5.10211
0.0008667,0.422507,0.675,5,5.10215
0.0008668,0.422113,0.7,5,5.10217
0.0008669,0.421719,0.725,5,5.10218
0.000867,0.421325,0.75,5,5.10216
0.0008671,0.420932,0.775,5,5.10214
0.0008672,0.420539,0.8,5,5.1021
0.0008673,0.420147,0.825,5,5.10204
0.0008674,0.419754,0.85,5,5.10197
0.0008675,0.419362,0.875,5,5.10188
0.0008676,0.41897,0.9,5,5.10178
0.0008677,0.418579,0.925,5,5.10166
0.0008678,0.418188,0.95,5,5.10153
0.0008679,0.417797,0.975,5,5.10138
0.000868,0.417406,1,5,5.10121
0.0008681,0.417015,0.025,5,5.10106
0.0008682,0.41755,0.05,5,5.10093
0.0008683,0.418084,0.075,5,5.10081
0.0008684,0.418619,0.1,5,5.10071
0.0008685,0.419152,0.125,5,5.10064
0.0008686,0.419686,0.15,5,5.10058
0.0008687,0.420218,0.175,5,5.10055
0.0008688,0.420751,0.2,5,5.10054
0.0008689,0.421283,0.225,5,5.10055
0.000869,0.421815,0.25,5,5.10057
0.0008691,0.422347,0.275,5,5.10063
0.0008692,0.422878,0.3,5,5.1007
0.0008693,0.423408,0.325,5,5.10079
0.0008694,0.423939,0.35,5,5.1009
0.0008695,0.424469,0.375,5,5.10103
0.0008696,0.424998,0.4,5,5.10119
0.0008697,0.425527,0.425,5,5.10136
0.0008698,0.426056,0.45,5,5.10153
0.0008699,0.42568,0.475,5,5.10169
0.00087,0.425283,0.5,5,5.10184
0.0008701,0.424887,0.525,5,5.10197
0.0008702,0.424492,0.55,5,5.10208
0.0008703,0.424096,0.575,5,5.10218
0.0008704,0.423701,0.6,5,5.10226
0.0008705,0.423306,0.625,5,5.10233
0.0008706,0.422912,0.65,5,5.10238
0.0008707,0.422517,0.675,5,5.10241
0.0008708,0.422123,0.7,5,5.10243
0.0008709,0.42173,0.725,5,5.10244
0.000871,0.421336,0.75,5,5.10243
0.0008711,0.420943,0.775,5,5.1024
0.0008712,0.42055,0.8,5,5.10236
0.0008713,0.420157,0.825,5,5.1023
0.0008714,0.419765,0.85,5,5.10223
0.0008715,0.419373,0.875,5,5.10214
0.0008716,0.418981,0.9,5,5.10204
0.0008717,0.418589,0.925,5,5.10192
0.0008718,0.418198,0.95,5,5.10179
0.0008719,0.417807,0.975,5,5.10164
0.000872,0.417416,1,5,5.10148
0.0008721,0.417026,0.025,5,5.10132
0.0008722,0.417561,0.05,5,5.10119
0.0008723,0.418095,0.075,5,5.10107
0.0008724,0.418629,0.1,5,5.10097
0.0008725,0.419163,0.125,5,5.1009
0.0008726,0.419696,0.15,5,5.10084
0.0008727,0.420229,0.175,5,5.10081
0.0008728,0.420761,0.2,5,5.1008
0.0008729,0.421294,0.225,5,5.10081
0.000873,0.421825,0.25,5,5.10084
0.0008731,0.422357,0.275,5,5.10089
0.0008732,0.422888,0.3,5,5.10096
0.0008733,0.423419,0.325,5,5.10105
0.0008734,0.423949,0.35,5,5.10116
0.0008735,0.424479,0.375,5,5.1013
0.0008736,0.425008,0.4,5,5.10145
0.0008737,0.425537,0.425,5,5.10162
0.0008738,0.426066,0.45,5,5.1018
0.0008739,0.42569,0.475,5,5.10195
0.000874,0.425294,0.5,5,5.1021
0.0008741,0.424898,0.525,5,5.10223
0.0008742,0.424502,0.55,5,5.10234
0.0008743,0.424107,0.575,5,5.10244
0.0008744,0.423712,0.6,5,5.10252
0.0008745,0.423317,0.625,5,5.10259
0.0008746,0.422922,0.65,5,5.10264
0.0008747,0.422528,0.675,5,5.10268
0.0008748,0.422134,0.7,5,5.1027
0.0008749,0.42174,0.725,5,5.1027
0.000875,0.421346,0.75,5,5.10269
0.0008751,0.420953,0.775,5,5.10266
0.0008752,0.42056,0.8,5,5.10262
0.0008753,0.420167,0.825,5,5.10256
0.0008754,0.419775,0.85,5,5.10249
0.0008755,0.419383,0.875,5,5.1024
0.0008756,0.418991,0.9,5,5.1023
0.0008757,0.418599,0.925,5,5.10218
0.0008758,0.418208,0.95,5,5.10205
0.0008759,0.417817,0.975,5,5.1019
0.000876,0.417426,1,5,5.10174
0.0008761,0.417036,0.025,5,5.10158
0.0008762,0.417571,0.05,5,5.10145
0.0008763,0.418105,0.075,5,5.10133
0.0008764,0.418639,0.1,5,5.10123
0.0008765,0.419173,0.125,5,5.10116
0.0008766,0.419706,0.15,5,5.1011
0.0008767,0.420239,0.175,5,5.10107
0.0008768,0.420771,0.2,5,5.10106
0.0008769,0.421304,0.225,5,5.10107
0.000877,0.421835,0.25,5,5.1011
0.0008771,0.422367,0.275,5,5.10115
0.0008772,0.422898,0.3,5,5.10122
0.0008773,0.423428,0.325,5,5.10131
0.0008774,0.423959,0.35,5,5.10142
0.0008775,0.424489,0.375,5,5.10155
0.0008776,0.425018,0.4,5,5.10171
0.0008777,0.425547,0.425,5,5.10188
0.0008778,0.426076,0.45,5,5.10205
0.0008779,0.4257,0.475,5,5.10221
0.000878,0.425304,0.5,5,5.10236
0.0008781,0.424908,0.525,5,5.10249
0.0008782,0.424512,0.55,5,5.1026
0.0008783,0.424117,0.575,5,5.1027
0.0008784,0.423722,0.6,5,5.10278
0.0008785,0.423327,0.625,5,5.10285
0.0008786,0.422932,0.65,5,5.1029
0.0008787,0.422538,0.675,5,5.10293
0.0008788,0.422144,0.7,5,5.10295
0.0008789,0.42175,0.725,5,5.10296
0.000879,0.421356,0.75,5,5.10295
0.0008791,0.420963,0.775,5,5.10292
0.0008792,0.42057,0.8,5,5.10288
0.0008793,0.420177,0.825,5,5.10282
0.0008794,0.419785,0.85,5,5.10275
0.0008795,0.419393,0.875,5,5.10266
0.0008796,0.419001,0.9,5,5.10256
0.0008797,0.418609,0.925,5,5.10244
0.0008798,0.418218,0.95,5,5.10231
0.0008799,0.417827,0.975,5,5.10216
0.00088,0.417436,1,5,5.10199
0.0008801,0.417046,0.025,5,5.10184
0.0008802,0.41758,0.05,5,5.10171
0.0008803,0.418115,0.075,5,5.10159
0.0008804,0.418649,0.1,5,5.10149
0.0008805,0.419182,0.125,5,5.10142
0.0008806,0.419716,0.15,5,5.10136
0.0008807,0.420248,0.175,5,5.10133
0.0008808,0.420781,0.2,5,5.10131
0.0008809,0.421313,0.225,5,5.10132
0.000881,0.421845,0.25,5,5.10135
0.0008811,0.422376,0.275,5,5.1014
0.0008812,0.422907,0.3,5,5.10147
0.0008813,0.423438,0.325,5,5.10156
0.0008814,0.423968,0.35,5,5.10168
0.0008815,0.424498,0.375,5,5.10181
0.0008816,0.425028,0.4,5,5.10196
0.0008817,0.425557,0.425,5,5.10214
0.0008818,0.426085,0.45,5,5.10231
0.0008819,0.42571,0.475,5,5.10247
0.000882,0.425314,0.5,5,5.10261
0.0008821,0.424918,0.525,5,5.10274
0.0008822,0.424522,0.55,5,5.10285
0.0008823,0.424127,0.575,5,5.10295
0.0008824,0.423731,0.6,5,5.10303
0.0008825,0.423336,0.625,5,5.1031
0.0008826,0.422942,0.65,5,5.10315
0.0008827,0.422547,0.675,5,5.10319
0.0008828,0.422153,0.7,5,5.10321
0.0008829,0.421759,0.725,5,5.10321
0.000883,0.421366,0.75,5,5.1032
0.0008831,0.420973,0.775,5,5.10317
0.0008832,0.42058,0.8,5,5.10313
0.0008833,0.420187,0.825,5,5.10307
0.0008834,0.419794,0.85,5,5.103
0.0008835,0.419402,0.875,5,5.10291
0.0008836,0.41901,0.9,5,5.10281
0.0008837,0.418619,0.925,5,5.10269
0.0008838,0.418227,0.95,5,5.10256
0.0008839,0.417836,0.975,5,5.10241
0.000884,0.417446,1,5,5.10225
0.0008841,0.417055,0.025,5,5.10209
0.0008842,0.41759,0.05,5,5.10196
0.0008843,0.418124,0.075,5,5.10184
0.0008844,0.418658,0.1,5,5.10174
0.0008845,0.419192,0.125,5,5.10167
0.0008846,0.419725,0.15,5,5.10161
0.0008847,0.420258,0.175,5,5.10158
0.0008848,0.42079,0.2,5,5.10157
0.0008849,0.421322,0.225,5,5.10158
0.000885,0.421854,0.25,5,5.1016
0.0008851,0.422385,0.275,5,5.10165
0.0008852,0.422916,0.3,5,5.10173
0.0008853,0.423447,0.325,5,5.10182
0.0008854,0.423977,0.35,5,5.10193
0.0008855,0.424507,0.375,5,5.10206
0.0008856,0.425037,0.4,5,5.10221
0.0008857,0.425566,0.425,5,5.10239
